id,name,sprite,types,hp,attack,defense,specialAttack,specialDefense,speed,height,weight,abilities,thunder,thunder2,some
665,Spewpa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png,bug,45,22,60,27,30,29,3,84,"shed-skin, friend-guard",,,0
666,Vivillon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png,"bug, flying",80,52,50,90,50,89,12,170,"shield-dust, compound-eyes, friend-guard",,,0
667,Litleo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png,"fire, normal",62,50,58,73,54,72,6,135,"rivalry, unnerve, moxie",,,0
668,Pyroar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png,"fire, normal",86,68,72,109,66,106,15,815,"rivalry, unnerve, moxie",,,0
669,Flabebe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png,fairy,44,38,39,61,79,42,1,1,"flower-veil, symbiosis",,,0
670,Floette,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png,fairy,54,45,47,75,98,52,2,9,"flower-veil, symbiosis",,,0
671,Florges,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png,fairy,78,65,68,112,154,75,11,100,"flower-veil, symbiosis",,,0
672,Skiddo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png,grass,66,65,48,62,57,52,9,310,"sap-sipper, grass-pelt",,,0
673,Gogoat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png,grass,123,100,62,97,81,68,17,910,"sap-sipper, grass-pelt",,,0
674,Pancham,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png,fighting,67,82,62,46,48,43,6,80,"iron-fist, mold-breaker, scrappy",,,0
675,Pangoro,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/675.png,"fighting, dark",95,124,78,69,71,58,21,1360,"iron-fist, mold-breaker, scrappy",,,0
676,Furfrou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/676.png,normal,75,80,60,65,90,102,12,280,fur-coat,,,0
677,Espurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png,psychic,62,48,54,63,60,68,3,35,"keen-eye, infiltrator, own-tempo",,,0
678,Meowstic-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/678.png,psychic,74,48,76,83,81,104,6,85,"keen-eye, infiltrator, prankster",,,0
679,Honedge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png,"steel, ghost",45,80,100,35,37,28,8,20,no-guard,,,0
680,Doublade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/680.png,"steel, ghost",59,110,150,45,49,35,8,45,no-guard,,,0
681,Aegislash-shield,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/681.png,"steel, ghost",60,50,140,50,140,60,17,530,stance-change,,,0
682,Spritzee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/682.png,fairy,78,52,60,63,65,23,2,5,"healer, aroma-veil",,,0
683,Aromatisse,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/683.png,fairy,101,72,72,99,89,29,8,155,"healer, aroma-veil",,,0
684,Swirlix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/684.png,fairy,62,48,66,59,57,49,4,35,"sweet-veil, unburden",,,0
685,Slurpuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/685.png,fairy,82,80,86,85,75,72,8,50,"sweet-veil, unburden",,,0
686,Inkay,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/686.png,"dark, psychic",53,54,53,37,46,45,4,35,"contrary, suction-cups, infiltrator",,,0
687,Malamar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/687.png,"dark, psychic",86,92,88,68,75,73,15,470,"contrary, suction-cups, infiltrator",,,0
688,Binacle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/688.png,"rock, water",42,52,67,39,56,50,5,310,"tough-claws, sniper, pickpocket",,,0
689,Barbaracle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/689.png,"rock, water",72,105,115,54,86,68,13,960,"tough-claws, sniper, pickpocket",,,0
690,Skrelp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/690.png,"poison, water",50,60,60,60,60,30,5,73,"poison-point, poison-touch, adaptability",,,0
691,Dragalge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/691.png,"poison, dragon",65,75,90,97,123,44,18,815,"poison-point, poison-touch, adaptability",,,0
692,Clauncher,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/692.png,water,50,53,62,58,63,44,5,83,mega-launcher,,,0
693,Clawitzer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/693.png,water,71,73,88,120,89,59,13,353,mega-launcher,,,0
694,Helioptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/694.png,"electric, normal",44,38,33,61,43,70,5,60,"dry-skin, sand-veil, solar-power",,,0
695,Heliolisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/695.png,"electric, normal",62,55,52,109,94,109,10,210,"dry-skin, sand-veil, solar-power",,,0
696,Tyrunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/696.png,"rock, dragon",58,89,77,45,45,48,8,260,"strong-jaw, sturdy",,,0
697,Tyrantrum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/697.png,"rock, dragon",82,121,119,69,59,71,25,2700,"strong-jaw, rock-head",,,0
698,Amaura,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/698.png,"rock, ice",77,59,50,67,63,46,13,252,"refrigerate, snow-warning",,,0
699,Aurorus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/699.png,"rock, ice",123,77,72,99,92,58,27,2250,"refrigerate, snow-warning",,,0
700,Sylveon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/700.png,fairy,95,65,65,110,130,60,10,235,"cute-charm, pixilate",,,0
701,Hawlucha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/701.png,"fighting, flying",78,92,75,74,63,118,8,215,"limber, unburden, mold-breaker",,,0
702,Dedenne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/702.png,"electric, fairy",67,58,57,81,67,101,2,22,"cheek-pouch, pickup, plus",,,0
703,Carbink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/703.png,"rock, fairy",50,50,150,50,150,50,3,57,"clear-body, sturdy",,,0
704,Goomy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/704.png,dragon,45,50,35,55,75,40,3,28,"sap-sipper, hydration, gooey",,,0
705,Sliggoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/705.png,dragon,68,75,53,83,113,60,8,175,"sap-sipper, hydration, gooey",,,0
706,Goodra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/706.png,dragon,90,100,70,110,150,80,20,1505,"sap-sipper, hydration, gooey",,,0
707,Klefki,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/707.png,"steel, fairy",57,80,91,80,87,75,2,30,"prankster, magician",,,0
708,Phantump,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/708.png,"ghost, grass",43,70,48,50,60,38,4,70,"natural-cure, frisk, harvest",,,0
709,Trevenant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/709.png,"ghost, grass",85,110,76,65,82,56,15,710,"natural-cure, frisk, harvest",,,0
710,Pumpkaboo-average,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/710.png,"ghost, grass",49,66,70,44,55,51,4,50,"pickup, frisk, insomnia",,,0
711,Gourgeist-average,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/711.png,"ghost, grass",65,90,122,58,75,84,9,125,"pickup, frisk, insomnia",,,0
712,Bergmite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/712.png,ice,55,69,85,32,35,28,10,995,"own-tempo, ice-body, sturdy",,,0
713,Avalugg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/713.png,ice,95,117,184,44,46,28,20,5050,"own-tempo, ice-body, sturdy",,,0
714,Noibat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/714.png,"flying, dragon",40,30,35,45,40,55,5,80,"frisk, infiltrator, telepathy",,,0
715,Noivern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/715.png,"flying, dragon",85,70,80,97,80,123,15,850,"frisk, infiltrator, telepathy",,,0
716,Xerneas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/716.png,fairy,126,131,95,131,98,99,30,2150,fairy-aura,,,0
717,Yveltal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/717.png,"dark, flying",126,131,95,131,98,99,58,2030,dark-aura,,,0
718,Zygarde-50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/718.png,"dragon, ground",108,100,121,81,95,95,50,3050,aura-break,,,0
719,Diancie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/719.png,"rock, fairy",50,100,150,100,150,50,7,88,clear-body,,,0
720,Hoopa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/720.png,"psychic, ghost",80,110,60,150,130,70,5,90,magician,,,0
721,Volcanion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/721.png,"fire, water",80,110,120,130,90,70,17,1950,water-absorb,,,0
722,Rowlet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/722.png,"grass, flying",68,55,55,50,50,42,3,15,"overgrow, long-reach",,,0
723,Dartrix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/723.png,"grass, flying",78,75,75,70,70,52,7,160,"overgrow, long-reach",,,0
724,Decidueye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/724.png,"grass, ghost",78,107,75,100,100,70,16,366,"overgrow, long-reach",,,0
725,Litten,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/725.png,fire,45,65,40,60,40,70,4,43,"blaze, intimidate",,,0
726,Torracat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/726.png,fire,65,85,50,80,50,90,7,250,"blaze, intimidate",,,0
727,Incineroar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/727.png,"fire, dark",95,115,90,80,90,60,18,830,"blaze, intimidate",,,0
728,Popplio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/728.png,water,50,54,54,66,56,40,4,75,"torrent, liquid-voice",,,0
729,Brionne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/729.png,water,60,69,69,91,81,50,6,175,"torrent, liquid-voice",,,0
730,Primarina,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/730.png,"water, fairy",80,74,74,126,116,60,18,440,"torrent, liquid-voice",,,0
731,Pikipek,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/731.png,"normal, flying",35,75,30,30,30,65,3,12,"keen-eye, skill-link, pickup",,,0
732,Trumbeak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/732.png,"normal, flying",55,85,50,40,50,75,6,148,"keen-eye, skill-link, pickup",,,0
733,Toucannon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/733.png,"normal, flying",80,120,75,75,75,60,11,260,"keen-eye, skill-link, sheer-force",,,0
734,Yungoos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/734.png,normal,48,70,30,30,30,45,4,60,"stakeout, strong-jaw, adaptability",,,0
735,Gumshoos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/735.png,normal,88,110,60,55,60,45,7,142,"stakeout, strong-jaw, adaptability",,,0
736,Grubbin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/736.png,bug,47,62,45,55,45,46,4,44,swarm,,,0
737,Charjabug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/737.png,"bug, electric",57,82,95,55,75,36,5,105,battery,,,0
738,Vikavolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/738.png,"bug, electric",77,70,90,145,75,43,15,450,levitate,,,0
739,Crabrawler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/739.png,fighting,47,82,57,42,47,63,6,70,"hyper-cutter, iron-fist, anger-point",,,0
740,Crabominable,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/740.png,"fighting, ice",97,132,77,62,67,43,17,1800,"hyper-cutter, iron-fist, anger-point",,,0
741,Oricorio-baile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/741.png,"fire, flying",75,70,70,98,70,93,6,34,dancer,,,0
742,Cutiefly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/742.png,"bug, fairy",40,45,40,55,40,84,1,2,"honey-gather, shield-dust, sweet-veil",,,0
743,Ribombee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png,"bug, fairy",60,55,60,95,70,124,2,5,"honey-gather, shield-dust, sweet-veil",,,0
744,Rockruff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/744.png,rock,45,65,40,30,40,60,5,92,"keen-eye, vital-spirit, steadfast",,,0
745,Lycanroc-midday,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/745.png,rock,75,115,65,55,65,112,8,250,"keen-eye, sand-rush, steadfast",,,0
746,Wishiwashi-solo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png,water,45,20,20,25,25,40,2,3,schooling,,,0
747,Mareanie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png,"poison, water",50,53,62,43,52,45,4,80,"merciless, limber, regenerator",,,0
748,Toxapex,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png,"poison, water",50,63,152,53,142,35,7,145,"merciless, limber, regenerator",,,0
749,Mudbray,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png,ground,70,100,70,45,55,45,10,1100,"own-tempo, stamina, inner-focus",,,0
750,Mudsdale,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png,ground,100,125,100,55,85,35,25,9200,"own-tempo, stamina, inner-focus",,,0
751,Dewpider,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png,"water, bug",38,40,52,40,72,27,3,40,"water-bubble, water-absorb",,,0
752,Araquanid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png,"water, bug",68,70,92,50,132,42,18,820,"water-bubble, water-absorb",,,0
753,Fomantis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png,grass,40,55,35,50,35,35,3,15,"leaf-guard, contrary",,,0
754,Lurantis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png,grass,70,105,90,80,90,45,9,185,"leaf-guard, contrary",,,0
755,Morelull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png,"grass, fairy",40,35,55,65,75,15,2,15,"illuminate, effect-spore, rain-dish",,,0
756,Shiinotic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png,"grass, fairy",60,45,80,90,100,30,10,115,"illuminate, effect-spore, rain-dish",,,0
757,Salandit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png,"poison, fire",48,44,40,71,40,77,6,48,"corrosion, oblivious",,,0
758,Salazzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png,"poison, fire",68,64,60,111,60,117,12,222,"corrosion, oblivious",,,0
759,Stufful,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png,"normal, fighting",70,75,50,45,50,50,5,68,"fluffy, klutz, cute-charm",,,0
760,Bewear,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png,"normal, fighting",120,125,80,55,60,60,21,1350,"fluffy, klutz, unnerve",,,0
761,Bounsweet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png,grass,42,30,38,30,38,32,3,32,"leaf-guard, oblivious, sweet-veil",,,0
